run_id,epoch,train_loss,val_f1_macro,val_acc,val_f1_judi,val_precision_judi,val_recall_judi
1,1,0.40325,0.877024703576488,0.919400855920114,0.8048359240069085,0.7236024844720497,0.906614785992218
1,2,0.264696,0.8922605810094895,0.9293865905848788,0.8290155440414507,0.7453416149068323,0.933852140077821
1,3,0.225537,0.8980054960914857,0.9336661911554922,0.837696335078534,0.759493670886076,0.933852140077821
1,4,0.20383,0.905065005417118,0.9386590584878745,0.8485915492957746,0.77491961414791,0.9377431906614786
1,5,0.190119,0.9125073606595152,0.9443651925820256,0.8597122302158273,0.7993311036789298,0.9299610894941636
2,1,0.259974,0.9186936353767878,0.949358059914408,0.8687615526802218,0.8274647887323944,0.914396887159533
2,2,0.165954,0.9224976866595365,0.9507845934379457,0.8756756756756757,0.8154362416107382,0.9455252918287937
2,3,0.148237,0.9302655435218612,0.9557774607703281,0.8880866425992779,0.8282828282828283,0.9571984435797666
2,4,0.128098,0.9163234855267084,0.9457917261055635,0.8666666666666667,0.7891373801916933,0.9610894941634242
2,5,0.112888,0.9400286925162546,0.9629101283880172,0.9029850746268657,0.8673835125448028,0.9416342412451362
