alpha,1,3,5,10,20,50
0.0,0.968843,0.968843,0.968843,0.968843,0.968843,0.968843
0.1,0.967694,0.968843,0.968843,0.968843,0.968843,0.968843
0.2,0.966446,0.971151,0.969995,0.969903,0.968747,0.968747
0.3,0.960753,0.966446,0.968843,0.968747,0.967496,0.968747
0.4,0.960634,0.968747,0.967595,0.967395,0.967395,0.963603
0.5,0.923835,0.967395,0.966446,0.967294,0.96603,0.961056
0.6,0.923835,0.966135,0.966343,0.96603,0.960933,0.958228
0.7,0.923835,0.958751,0.96015,0.963603,0.950699,0.945063
0.8,0.923835,0.944192,0.952611,0.95605,0.944088,0.932132
0.9,0.923835,0.944192,0.936516,0.948234,0.942753,0.921029
1.0,0.923835,0.944192,0.936516,0.941979,0.937775,0.908478
