run_id,epoch,train_loss,val_f1_macro,val_acc,val_f1_judi,val_precision_judi,val_recall_judi
1,1,0.403248,0.877024703576488,0.919400855920114,0.8048359240069085,0.7236024844720497,0.906614785992218
1,2,0.264693,0.8932123348784575,0.9300998573466476,0.8304498269896193,0.7476635514018691,0.933852140077821
1,3,0.225536,0.8980054960914857,0.9336661911554922,0.837696335078534,0.759493670886076,0.933852140077821
1,4,0.203827,0.905065005417118,0.9386590584878745,0.8485915492957746,0.77491961414791,0.9377431906614786
1,5,0.190116,0.9125073606595152,0.9443651925820256,0.8597122302158273,0.7993311036789298,0.9299610894941636
2,1,0.281578,0.8852203021858901,0.9229671897289586,0.8193979933110368,0.718475073313783,0.953307392996109
2,2,0.170318,0.8979101434500838,0.9322396576319544,0.8387096774193549,0.7439759036144579,0.9610894941634242
2,3,0.153123,0.927421442252938,0.9543509272467904,0.8832116788321168,0.8316151202749141,0.9416342412451362
2,4,0.138208,0.9368383114835338,0.9607703281027103,0.8979591836734694,0.8581560283687943,0.9416342412451362
2,5,0.12938,0.9276211986770992,0.9543509272467904,0.8836363636363637,0.8293515358361775,0.9455252918287936
3,1,0.260002,0.919725821227588,0.9500713266761768,0.8703703703703703,0.8303886925795053,0.914396887159533
3,2,0.165866,0.9237243657031672,0.9514978601997148,0.8776978417266187,0.8160535117056856,0.9494163424124512
3,3,0.148256,0.93007503796947,0.955777460770328,0.8876811594202898,0.8305084745762712,0.953307392996109
3,4,0.12796,0.9173163798492588,0.9465049928673324,0.8681898066783831,0.7916666666666666,0.9610894941634242
3,5,0.112894,0.9400286925162546,0.9629101283880172,0.9029850746268656,0.8673835125448028,0.9416342412451362
4,1,0.243711,0.9247441305244772,0.9522111269614836,0.8792792792792793,0.8187919463087249,0.9494163424124512
4,2,0.160078,0.932334105554668,0.9586305278174037,0.8901515151515151,0.8671586715867159,0.914396887159533
4,3,0.138134,0.9373643174838504,0.9614835948644792,0.8984962406015038,0.8690909090909091,0.9299610894941636
4,4,0.117806,0.9355988148712008,0.9600570613409416,0.895910780669145,0.8576512455516014,0.9377431906614786
4,5,0.098059,0.9487051203837712,0.9693295292439372,0.9161793372319688,0.91796875,0.914396887159533
5,1,0.234925,0.8932004814357756,0.92867332382311,0.8316498316498316,0.7329376854599406,0.9610894941634242
5,2,0.155141,0.8707293227800674,0.9101283880171184,0.7993630573248408,0.6765498652291105,0.9766536964980544
5,3,0.130701,0.9459917562309796,0.9679029957203994,0.911591355599214,0.9206349206349206,0.9027237354085604
5,4,0.116748,0.9309189455530918,0.956490727532097,0.8888888888888888,0.8356164383561644,0.9494163424124512
5,5,0.091337,0.9510909287380144,0.9707560627674752,0.9200779727095516,0.921875,0.9182879377431906
6,1,0.228974,0.9362555570524048,0.9614835948644792,0.8961538461538462,0.8859315589353612,0.906614785992218
6,2,0.153394,0.934541522810208,0.9593437945791726,0.8942486085343229,0.8546099290780141,0.9377431906614786
