run_id,epoch,train_loss,val_f1_macro,val_acc,val_f1_judi,val_precision_judi,val_recall_judi
1,1,0.486999,0.8128703409214848,0.8751783166904422,0.7048903878583473,0.6220238095238095,0.8132295719844358
1,2,0.349411,0.8256222755550453,0.8794579172610556,0.7287319422150883,0.6202185792349727,0.8832684824902723
1,3,0.301753,0.8617169884462142,0.9079885877318116,0.7817258883248731,0.6916167664670658,0.8988326848249028
1,4,0.268949,0.8782646243672572,0.920827389443652,0.806282722513089,0.7310126582278481,0.8988326848249028
1,5,0.250762,0.8949688376780143,0.9336661911554922,0.8312159709618875,0.7789115646258503,0.8910505836575876
2,1,0.358623,0.8816797941718677,0.9222539229671898,0.8123924268502581,0.7283950617283951,0.9182879377431906
2,2,0.216452,0.8757976798589777,0.9158345221112696,0.8052805280528053,0.6991404011461319,0.9494163424124512
2,3,0.188316,0.9105059731837084,0.9429386590584878,0.8566308243727598,0.7940199335548173,0.9299610894941636
2,4,0.17491,0.927445766683999,0.9550641940085592,0.88268156424581,0.8464285714285714,0.9221789883268484
2,5,0.168266,0.9266064651223662,0.9543509272467904,0.8814814814814815,0.8409893992932862,0.926070038910506
3,1,0.333215,0.9202022231150396,0.9514978601997148,0.8702290076335878,0.8539325842696629,0.8871595330739299
3,2,0.201122,0.8941663638082802,0.9308131241084164,0.8318890814558059,0.75,0.933852140077821
3,3,0.179373,0.9087590198126356,0.94151212553495,0.8540925266903915,0.7868852459016393,0.933852140077821
3,4,0.163899,0.9156598277608916,0.9457917261055636,0.8652482269503546,0.7947882736156352,0.9494163424124512
3,5,0.149182,0.9176605788553052,0.9472182596291012,0.8683274021352313,0.8,0.9494163424124512
4,1,0.308218,0.900387461040745,0.9358059914407988,0.8409893992932862,0.7702265372168284,0.926070038910506
4,2,0.192262,0.932209342274364,0.9593437945791726,0.8893203883495145,0.8875968992248062,0.8910505836575876
4,3,0.175961,0.9259608219198752,0.9550641940085592,0.8795411089866156,0.8646616541353384,0.8949416342412452
4,4,0.162842,0.910934768474475,0.942225392296719,0.8581436077057794,0.7802547770700637,0.953307392996109
4,5,0.142217,0.9363902906720428,0.9621968616262482,0.8958742632612967,0.9047619047619048,0.8871595330739299
5,1,0.298569,0.8933416363212849,0.9308131241084164,0.830122591943958,0.7547770700636943,0.9221789883268484
5,2,0.187681,0.8497964431112064,0.8930099857346647,0.7692307692307693,0.6361323155216285,0.9727626459143968
5,3,0.167104,0.9162121350964776,0.9465049928673324,0.8658318425760286,0.8013245033112583,0.9416342412451362
5,4,0.154029,0.932435556158176,0.9579172610556348,0.8909426987060998,0.8485915492957746,0.9377431906614786
5,5,0.133448,0.9391351001568596,0.9621968616262482,0.901669758812616,0.8617021276595744,0.9455252918287936
6,1,0.288828,0.9324125343904112,0.9593437945791726,0.8897485493230174,0.8846153846153846,0.8949416342412452
6,2,0.18536,0.9253543681169036,0.9536376604850214,0.8794063079777366,0.8404255319148937,0.9221789883268484
6,3,0.162587,0.932334105554668,0.9586305278174037,0.8901515151515151,0.8671586715867159,0.914396887159533
6,4,0.153236,0.9380626306220584,0.9629101283880172,0.8988326848249028,0.8988326848249028,0.8988326848249028
6,5,0.138489,0.944536751325263,0.9671897289586304,0.9090909090909092,0.923694779116466,0.8949416342412452
7,1,0.34009,0.9155082362394537,0.948644793152639,0.8625954198473282,0.846441947565543,0.8793774319066148
7,2,0.204144,0.9212053533248136,0.9507845934379456,0.8729281767955801,0.8286713286713286,0.9221789883268484
7,3,0.177959,0.917329229924192,0.9479315263908702,0.8670309653916212,0.815068493150685,0.926070038910506
7,4,0.171689,0.9261853635935812,0.9536376604850214,0.8811700182815356,0.8310344827586207,0.9377431906614786
7,5,0.152145,0.9355523516997848,0.9607703281027103,0.8952380952380953,0.8768656716417911,0.914396887159533
8,1,0.34009,0.9155082362394537,0.948644793152639,0.8625954198473282,0.846441947565543,0.8793774319066148
8,2,0.204144,0.9212053533248136,0.9507845934379456,0.8729281767955801,0.8286713286713286,0.9221789883268484
8,3,0.177959,0.917329229924192,0.9479315263908702,0.8670309653916212,0.815068493150685,0.926070038910506
8,4,0.171689,0.9261853635935812,0.9536376604850214,0.8811700182815356,0.8310344827586207,0.9377431906614786
8,5,0.152145,0.9355523516997848,0.9607703281027103,0.8952380952380953,0.8768656716417911,0.914396887159533
8,6,0.142044,0.935873719303952,0.9614835948644792,0.8953488372093024,0.8918918918918919,0.8988326848249028
8,7,0.128889,0.941325164055176,0.9643366619115548,0.9045801526717556,0.8876404494382022,0.9221789883268484
8,8,0.121006,0.9170989112875568,0.9465049928673324,0.8677248677248677,0.7935483870967742,0.9571984435797666
8,9,0.112029,0.9450873723623496,0.9664764621968616,0.9108159392789372,0.8888888888888888,0.933852140077821
